Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,HasCabin,FarePerPerson,Sex_encoded,Embarked_encoded,Title_encoded,Deck_encoded,AgeGroup_encoded
2,28.0,1,0,26.0,2,0,0,13.0,0,2,3,8,0
3,20.0,0,0,4.0125,1,1,0,4.0125,1,0,2,8,0
3,25.0,0,0,7.225,1,1,0,7.225,1,0,2,8,0
1,40.0,0,0,30.6958,1,1,0,30.6958,1,0,2,8,0
3,17.0,0,0,8.6625,1,1,0,8.6625,1,2,2,8,3
3,25.0,0,0,8.7125,1,1,0,8.7125,1,0,2,8,0
3,29.0,0,0,7.775,1,1,0,7.775,1,2,2,8,0
3,35.0,0,0,7.125,1,1,0,7.125,1,2,2,8,0
3,6.0,4,2,31.275,7,0,0,4.4678571428571425,0,2,1,8,1
3,19.0,0,0,7.8792,1,1,0,7.8792,0,1,1,8,0
3,21.0,0,0,7.8542,1,1,0,7.8542,1,2,2,8,0
3,20.0,0,0,9.8458,1,1,0,9.8458,1,2,2,8,0
2,7.0,0,2,26.25,3,0,0,8.75,0,2,1,8,1
3,39.0,0,0,7.925,1,1,0,7.925,1,2,2,8,0
3,26.0,1,0,14.4542,2,0,0,7.2271,1,0,2,8,0
3,45.0,0,1,14.4542,2,0,0,7.2271,0,0,3,8,0
3,33.0,1,1,20.525,3,0,0,6.841666666666666,1,2,2,8,0
2,2.0,1,1,26.0,3,0,1,8.666666666666666,1,2,0,5,1
1,35.0,1,0,89.1042,2,0,1,44.5521,0,0,3,2,0
3,26.0,1,0,16.1,2,0,0,8.05,0,2,3,8,0
3,32.0,0,0,56.4958,1,1,0,56.4958,1,2,2,8,0
1,35.0,0,0,135.6333,1,1,1,135.6333,0,2,1,2,0
3,28.0,1,1,14.4,3,0,0,4.8,0,2,3,8,0
3,39.0,1,5,31.275,7,0,0,4.4678571428571425,1,2,2,8,0
3,28.0,0,0,9.5,1,1,0,9.5,1,2,2,8,0
1,37.0,0,1,29.7,2,0,1,14.85,1,0,2,2,0
3,25.0,0,0,7.25,1,1,0,7.25,1,2,2,8,0
3,4.0,4,2,31.275,7,0,0,4.4678571428571425,1,2,0,8,1
1,23.0,0,1,63.3583,2,0,1,31.67915,1,0,2,3,0
3,38.0,0,0,7.05,1,1,0,7.05,1,2,2,8,0
3,25.0,0,0,7.05,1,1,0,7.05,1,2,2,8,0
2,29.0,0,0,10.5,1,1,1,10.5,0,2,3,5,0
1,54.0,0,0,51.8625,1,1,1,51.8625,1,2,2,4,0
2,24.0,0,2,14.5,3,0,0,4.833333333333333,0,2,3,8,0
3,28.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
3,21.5,0,2,22.3583,3,0,0,7.452766666666666,0,0,3,8,0
3,14.0,0,0,7.8542,1,1,0,7.8542,0,2,1,8,3
2,41.0,0,1,19.5,2,0,0,9.75,0,2,3,8,0
3,25.0,0,0,14.5,1,1,0,14.5,1,2,2,8,0
2,50.0,0,0,10.5,1,1,0,10.5,0,2,1,8,0
3,25.0,0,0,7.2292,1,1,0,7.2292,1,0,2,8,0
3,21.0,0,0,7.775,1,1,0,7.775,1,2,2,8,0
1,22.0,0,2,49.5,3,0,1,16.5,0,0,1,1,0
3,24.0,0,0,7.4958,1,1,0,7.4958,1,2,2,8,0
2,21.0,0,0,10.5,1,1,0,10.5,0,2,1,8,0
3,51.0,0,0,7.0542,1,1,0,7.0542,1,2,2,8,0
2,24.0,2,1,27.0,4,0,0,6.75,0,2,3,8,0
2,19.0,0,0,13.0,1,1,0,13.0,1,2,2,8,0
3,22.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
1,61.0,0,0,33.5,1,1,1,33.5,1,2,2,1,2
3,25.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
3,19.0,0,0,10.1708,1,1,0,10.1708,1,2,2,8,0
3,25.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
3,22.0,0,0,7.75,1,1,0,7.75,0,1,1,8,0
3,28.0,0,0,22.525,1,1,0,22.525,1,2,2,8,0
2,54.0,1,3,23.0,5,0,0,4.6,0,2,3,8,0
3,41.0,0,0,7.125,1,1,0,7.125,1,2,2,8,0
3,28.5,0,0,7.2292,1,1,0,7.2292,1,0,2,8,0
3,25.0,0,0,7.8958,1,1,0,7.8958,1,0,2,8,0
2,21.0,1,0,11.5,2,0,0,5.75,1,2,2,8,0
2,40.0,1,1,39.0,3,0,0,13.0,0,2,3,8,0
2,36.0,0,0,10.5,1,1,0,10.5,1,2,2,8,0
2,29.0,1,0,26.0,2,0,0,13.0,0,2,3,8,0
3,15.0,1,0,14.4542,2,0,0,7.2271,0,0,3,8,3
3,40.5,0,0,7.75,1,1,0,7.75,1,1,2,8,0
3,29.0,0,0,7.75,1,1,0,7.75,1,1,2,8,0
2,33.0,0,2,26.0,3,0,0,8.666666666666666,0,2,3,8,0
3,19.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
2,35.0,0,0,10.5,1,1,0,10.5,1,2,2,8,0
1,18.0,2,2,262.375,5,0,1,52.475,0,0,1,1,3
3,18.0,1,0,17.8,2,0,0,8.9,0,2,3,8,3
1,40.0,0,0,42.4,1,1,0,42.4,1,2,2,8,0
3,25.0,0,0,7.7333,1,1,0,7.7333,1,1,2,8,0
3,25.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
1,21.0,0,1,77.2875,2,0,1,38.64375,1,2,2,3,0
3,21.5,0,0,7.8292,1,1,0,7.8292,0,1,1,8,0
1,39.0,1,1,110.8833,3,0,1,36.9611,0,0,3,2,0
3,20.0,0,0,7.8542,1,1,0,7.8542,1,2,2,8,0
1,58.0,0,0,29.7,1,1,1,29.7,1,0,2,1,0
1,49.0,1,0,56.9292,2,0,1,28.4646,1,0,4,0,0
3,5.0,2,1,19.2583,4,0,0,4.814575,0,0,1,8,1
1,39.0,1,1,79.65,3,0,1,26.55,0,2,3,4,0
3,17.0,0,0,8.6625,1,1,0,8.6625,1,2,2,8,3
1,65.0,0,1,61.9792,2,0,1,30.9896,1,0,2,1,2
1,35.0,1,0,133.65,2,0,0,66.825,0,2,3,8,0
1,35.0,0,0,110.8833,1,1,0,110.8833,0,0,1,8,0
3,21.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
1,31.0,0,0,50.4958,1,1,1,50.4958,1,2,2,0,0
3,32.0,0,0,7.925,1,1,0,7.925,1,2,2,8,0
2,39.0,0,0,13.0,1,1,0,13.0,1,2,2,8,0
3,20.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
2,34.0,0,0,13.0,1,1,1,13.0,1,2,2,3,0
1,47.0,0,0,25.5875,1,1,1,25.5875,1,2,2,4,0
1,36.0,0,0,26.2875,1,1,1,26.2875,1,2,2,4,0
3,21.0,0,0,16.1,1,1,0,16.1,1,2,2,8,0
3,25.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
3,25.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
3,30.0,0,0,8.6625,1,1,0,8.6625,0,2,1,8,0
3,25.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
3,25.0,0,0,7.225,1,1,0,7.225,1,0,2,8,0
3,33.0,0,0,8.6542,1,1,0,8.6542,1,2,2,8,0
1,30.0,0,0,56.9292,1,1,1,56.9292,0,0,1,4,0
2,1.0,2,1,39.0,4,0,1,9.75,1,2,0,5,1
3,20.0,0,0,8.6625,1,1,0,8.6625,0,2,1,8,0
2,34.0,1,1,32.5,3,0,0,10.833333333333334,0,2,3,8,0
1,45.0,0,0,35.5,1,1,1,35.5,1,2,2,7,0
2,36.0,0,0,13.0,1,1,1,13.0,0,2,3,3,0
3,39.0,0,0,7.925,1,1,0,7.925,1,2,2,8,0
3,20.0,1,1,15.7417,3,0,0,5.247233333333333,1,0,2,8,0
3,34.5,0,0,6.4375,1,1,0,6.4375,1,0,2,8,0
3,28.0,0,0,9.5,1,1,0,9.5,1,2,2,8,0
3,25.0,2,0,23.25,3,0,0,7.75,1,1,2,8,0
3,25.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
3,10.0,0,2,24.15,3,0,0,8.049999999999999,0,2,1,8,1
3,9.0,1,1,15.2458,3,0,0,5.081933333333333,0,0,1,8,1
3,25.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
3,20.5,0,0,7.25,1,1,0,7.25,1,2,2,8,0
1,35.0,1,0,52.0,2,0,1,26.0,0,2,3,2,0
1,36.0,0,0,135.6333,1,1,1,135.6333,0,0,1,2,0
3,25.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
3,25.0,0,0,7.55,1,1,0,7.55,1,2,2,8,0
3,20.0,0,0,8.6625,1,1,0,8.6625,1,2,2,8,0
3,22.0,0,0,10.5167,1,1,0,10.5167,0,2,1,8,0
2,39.0,0,0,13.0,1,1,0,13.0,1,2,2,8,0
3,37.0,0,0,9.5875,1,1,0,9.5875,0,2,1,8,0
2,48.0,1,2,65.0,4,0,0,16.25,0,2,3,8,0
2,23.0,0,0,13.0,1,1,0,13.0,1,2,2,8,0
3,21.5,0,0,7.7375,1,1,0,7.7375,0,1,1,8,0
2,70.0,0,0,10.5,1,1,0,10.5,1,2,2,8,2
3,32.0,1,1,15.5,3,0,0,5.166666666666667,0,1,3,8,0
3,16.0,1,1,20.25,3,0,0,6.75,1,2,2,8,3
2,21.0,0,0,73.5,1,1,0,73.5,1,2,2,8,0
3,25.0,0,0,7.25,1,1,0,7.25,1,2,2,8,0
2,42.0,0,0,13.0,1,1,0,13.0,1,2,4,8,0
3,24.0,0,0,7.7958,1,1,0,7.7958,1,2,2,8,0
3,22.0,0,0,7.75,1,1,0,7.75,0,2,1,8,0
3,40.0,0,0,7.225,1,1,0,7.225,1,0,2,8,0
1,0.92,1,2,151.55,4,0,1,37.8875,1,2,0,2,1
3,33.0,0,0,8.6625,1,1,0,8.6625,1,0,2,8,0
3,18.0,0,0,7.775,1,1,0,7.775,1,2,2,8,3
3,28.0,0,0,56.4958,1,1,0,56.4958,1,2,2,8,0
2,37.0,1,0,26.0,2,0,0,13.0,1,2,2,8,0
3,5.0,0,0,12.475,1,1,0,12.475,0,2,1,8,1
3,13.0,0,0,7.2292,1,1,0,7.2292,0,0,1,8,3
2,27.0,0,0,26.0,1,1,0,26.0,1,2,2,8,0
2,38.0,0,0,13.0,1,1,0,13.0,0,2,1,8,0
3,42.0,0,0,7.55,1,1,0,7.55,1,2,2,8,0
3,3.0,1,1,15.9,3,0,0,5.3,1,2,0,8,1
2,28.0,0,0,12.65,1,1,0,12.65,0,2,3,8,0
1,50.0,0,1,247.5208,2,0,1,123.7604,0,0,3,1,0
1,51.0,0,0,26.55,1,1,1,26.55,1,2,2,4,0
3,25.0,0,0,7.2292,1,1,0,7.2292,1,0,2,8,0
1,26.0,0,0,78.85,1,1,0,78.85,0,2,1,8,0
3,25.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
1,24.0,0,0,49.5042,1,1,1,49.5042,0,0,1,2,0
1,42.0,1,0,52.5542,2,0,1,26.2771,1,2,2,3,0
1,42.0,0,0,26.2875,1,1,1,26.2875,1,2,2,4,0
3,25.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
2,36.0,1,2,27.75,4,0,0,6.9375,1,2,2,8,0
1,19.0,0,2,26.2833,3,0,1,8.7611,0,2,1,3,0
3,21.5,8,2,69.55,11,0,0,6.322727272727272,0,2,1,8,0
1,65.0,0,0,26.55,1,1,1,26.55,1,2,2,4,2
3,15.0,0,0,8.0292,1,1,0,8.0292,0,1,1,8,3
3,21.5,0,0,7.225,1,1,0,7.225,0,0,3,8,0
1,46.0,0,0,79.2,1,1,1,79.2,1,0,2,1,0
1,28.0,0,0,47.1,1,1,0,47.1,1,2,2,8,0
2,50.0,0,1,26.0,2,0,0,13.0,0,2,3,8,0
1,19.0,1,0,91.0792,2,0,1,45.5396,0,0,3,1,0
3,21.5,1,0,24.15,2,0,0,12.075,0,1,1,8,0
1,25.0,1,0,55.4417,2,0,1,27.72085,1,0,2,4,0
1,62.0,0,0,80.0,1,1,1,80.0,0,2,3,1,2
1,27.0,1,0,53.1,2,0,1,26.55,1,2,2,4,0
1,35.0,1,0,90.0,2,0,1,45.0,0,2,3,2,0
3,25.0,0,0,15.1,1,1,0,15.1,1,2,2,8,0
3,42.0,0,0,7.65,1,1,1,7.65,1,2,2,5,0
3,25.0,0,0,7.8958,1,1,0,7.8958,1,0,2,8,0
1,35.0,1,0,51.8625,2,0,1,25.93125,0,2,3,3,0
3,24.0,0,0,7.05,1,1,0,7.05,1,2,2,8,0
3,24.0,0,0,7.1417,1,1,0,7.1417,1,2,2,8,0
2,4.0,2,1,39.0,4,0,1,9.75,0,2,1,5,1
2,28.0,0,0,13.0,1,1,0,13.0,0,2,1,8,0
2,18.0,0,0,73.5,1,1,0,73.5,1,2,2,8,3
3,27.0,0,2,11.1333,3,0,0,3.7111,0,2,3,8,0
1,40.0,0,0,39.6,1,1,0,39.6,1,0,4,8,0
3,14.0,5,2,46.9,8,0,0,5.8625,1,2,2,8,3
2,28.0,1,0,24.0,2,0,0,12.0,0,0,3,8,0
3,22.0,0,0,9.35,1,1,0,9.35,1,2,2,8,0
1,37.0,1,1,52.5542,3,0,1,17.518066666666666,1,2,2,3,0
3,47.0,0,0,7.25,1,1,0,7.25,1,2,2,8,0
3,25.0,0,0,14.5,1,1,0,14.5,1,2,2,8,0
2,28.0,0,0,13.0,1,1,0,13.0,1,2,2,8,0
3,36.0,1,1,24.15,3,0,0,8.049999999999999,1,2,2,8,0
3,20.0,0,0,7.2292,1,1,0,7.2292,1,0,2,8,0
2,55.0,0,0,16.0,1,1,0,16.0,0,2,3,8,0
3,21.5,3,1,25.4667,5,0,0,5.0933399999999995,0,2,1,8,0
3,22.0,0,0,7.125,1,1,0,7.125,1,2,2,8,0
2,57.0,0,0,10.5,1,1,1,10.5,0,2,3,4,0
3,29.0,1,0,7.0458,2,0,0,3.5229,1,2,2,8,0
3,26.0,2,0,8.6625,3,0,0,2.8874999999999997,1,2,2,8,0
3,25.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
1,39.0,1,0,55.9,2,0,1,27.95,0,2,3,4,0
3,32.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
3,30.0,0,0,12.475,1,1,0,12.475,0,2,1,8,0
1,38.0,0,0,80.0,1,1,1,80.0,0,2,1,1,0
3,25.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
3,18.0,0,0,7.4958,1,1,0,7.4958,0,2,1,8,3
2,24.0,1,2,65.0,4,0,0,16.25,0,2,1,8,0
3,4.0,1,1,16.7,3,0,1,5.566666666666666,0,2,1,6,1
3,22.0,0,0,7.25,1,1,0,7.25,0,2,1,8,0
3,21.5,0,0,7.8792,1,1,0,7.8792,0,1,1,8,0
2,23.0,0,0,10.5,1,1,0,10.5,1,2,4,8,0
3,18.0,0,0,7.7958,1,1,0,7.7958,1,2,2,8,3
1,40.0,0,0,31.0,1,1,0,31.0,1,2,2,8,0
3,33.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
2,8.0,0,2,26.25,3,0,0,8.75,0,2,1,8,1
3,22.0,1,0,7.25,2,0,0,3.625,1,2,2,8,0
1,36.0,0,0,26.3875,1,1,1,26.3875,1,2,2,4,0
2,25.0,0,0,13.0,1,1,0,13.0,1,2,2,8,0
3,19.0,0,0,8.05,1,1,0,8.05,1,2,2,8,0
3,21.5,1,2,23.45,4,0,0,5.8625,0,2,1,8,0
1,36.0,1,2,120.0,4,0,1,30.0,1,2,2,1,0
2,23.0,2,1,11.5,4,0,0,2.875,1,2,2,8,0
3,29.0,0,4,21.075,5,0,0,4.215,0,2,3,8,0
3,1.0,1,1,11.1333,3,0,0,3.7111,0,2,1,8,1
3,35.0,0,0,7.8958,1,1,0,7.8958,1,0,2,8,0
2,29.0,1,0,21.0,2,0,0,10.5,1,2,2,8,0
2,44.0,1,0,26.0,2,0,0,13.0,1,2,2,8,0
1,36.0,1,0,78.85,2,0,1,39.425,1,2,2,2,0
3,25.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
3,25.0,0,0,6.95,1,1,0,6.95,1,1,2,8,0
3,21.0,0,0,7.7958,1,1,0,7.7958,1,2,2,8,0
3,16.0,0,0,9.5,1,1,0,9.5,1,2,2,8,3
2,6.0,0,1,33.0,2,0,0,16.5,0,2,1,8,1
3,32.0,0,0,8.05,1,1,1,8.05,1,2,2,4,0
1,38.0,0,0,0.0,1,1,0,0.0,1,2,4,8,0
2,26.0,1,1,26.0,3,0,0,8.666666666666666,0,2,3,8,0
1,54.0,1,0,78.2667,2,0,1,39.13335,0,0,1,3,0
1,40.0,0,0,50.0,1,1,1,50.0,1,2,2,0,0
1,40.0,0,0,27.7208,1,1,0,27.7208,1,0,4,8,0
2,42.0,0,0,13.0,1,1,0,13.0,1,2,2,8,0
3,28.0,0,0,7.8542,1,1,0,7.8542,1,2,2,8,0
1,35.0,1,0,53.1,2,0,1,26.55,0,2,3,2,0
3,18.0,1,0,6.4958,2,0,0,3.2479,1,2,2,8,3
3,18.0,0,0,8.3,1,1,0,8.3,1,2,2,8,3
3,9.0,4,2,31.3875,7,0,0,4.483928571428572,1,2,0,8,1
3,36.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
3,2.0,3,2,27.9,6,0,0,4.6499999999999995,0,2,1,8,1
3,25.0,0,0,7.05,1,1,0,7.05,1,2,2,8,0
2,54.0,0,0,26.0,1,1,0,26.0,1,2,2,8,0
3,9.0,2,2,34.375,5,0,0,6.875,0,2,1,8,1
1,80.0,0,0,30.0,1,1,1,30.0,1,2,2,0,2
1,40.0,0,0,153.4625,1,1,1,153.4625,0,2,1,2,0
1,41.0,0,0,134.5,1,1,1,134.5,0,0,1,4,0
2,24.0,1,0,26.0,2,0,0,13.0,0,2,3,8,0
3,22.0,0,0,9.0,1,1,0,9.0,1,2,2,8,0
1,17.0,1,0,57.0,2,0,1,28.5,0,2,3,1,3
3,45.0,1,4,27.9,6,0,0,4.6499999999999995,0,2,3,8,0
3,20.0,0,0,7.05,1,1,0,7.05,1,2,2,8,0
1,52.0,1,0,78.2667,2,0,1,39.13335,0,0,3,3,0
3,35.0,0,0,7.05,1,1,0,7.05,1,2,2,8,0
3,30.0,0,0,7.2292,1,1,0,7.2292,1,0,2,8,0
3,25.0,2,0,21.6792,3,0,0,7.226400000000001,1,0,2,8,0
1,38.0,1,0,90.0,2,0,1,45.0,1,2,2,2,0
3,21.5,1,0,14.4542,2,0,0,7.2271,0,0,1,8,0
1,39.0,0,0,0.0,1,1,1,0.0,1,2,2,0,0
1,31.0,1,0,113.275,2,0,1,56.6375,0,0,1,3,0
3,22.0,0,0,7.5208,1,1,0,7.5208,1,2,2,8,0
3,20.0,0,0,7.925,1,1,0,7.925,1,2,2,8,0
1,22.0,0,0,151.55,1,1,0,151.55,0,2,1,8,0
3,26.0,0,0,7.8542,1,1,0,7.8542,0,2,1,8,0
3,15.0,0,0,7.225,1,1,0,7.225,0,0,1,8,3
3,32.0,1,0,15.85,2,0,0,7.925,1,2,2,8,0
1,30.0,0,0,86.5,1,1,1,86.5,0,2,1,1,0
2,34.0,0,1,23.0,2,0,0,11.5,0,2,3,8,0
3,21.5,0,0,7.75,1,1,0,7.75,0,1,1,8,0
3,1.0,1,2,20.575,4,0,0,5.14375,1,2,0,8,1
2,28.0,0,0,13.5,1,1,0,13.5,1,2,2,8,0
1,30.0,0,0,93.5,1,1,1,93.5,0,2,1,1,0
3,22.0,0,0,7.25,1,1,0,7.25,1,2,2,8,0
3,21.0,2,2,34.375,5,0,0,6.875,0,2,1,8,0
2,36.0,0,0,12.875,1,1,1,12.875,1,0,2,3,0
3,40.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
2,1.0,0,2,37.0042,3,0,0,12.334733333333332,1,0,0,8,1
3,40.0,1,1,15.5,3,0,0,5.166666666666667,1,1,2,8,0
3,28.0,0,0,7.8958,1,1,0,7.8958,0,2,1,8,0
2,40.0,0,0,13.0,1,1,0,13.0,0,2,1,8,0
3,21.5,0,0,7.7333,1,1,0,7.7333,0,1,1,8,0
3,27.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
1,24.0,0,0,83.1583,1,1,1,83.1583,0,0,1,2,0
2,5.0,1,2,27.75,4,0,0,6.9375,0,2,1,8,1
3,34.0,0,0,6.4958,1,1,0,6.4958,1,2,2,8,0
1,23.0,1,0,113.275,2,0,1,56.6375,0,0,1,3,0
3,70.5,0,0,7.75,1,1,0,7.75,1,1,2,8,2
3,17.0,4,2,7.925,7,0,0,1.1321428571428571,0,2,1,8,3
1,16.0,0,1,57.9792,2,0,1,28.9896,0,0,1,1,3
3,19.0,0,0,8.1583,1,1,0,8.1583,1,2,2,8,0
3,25.0,0,0,7.25,1,1,0,7.25,1,2,2,8,0
1,25.0,1,2,151.55,4,0,1,37.8875,0,2,3,2,0
1,42.0,1,0,52.0,2,0,0,26.0,1,2,2,8,0
3,21.0,0,0,7.925,1,1,0,7.925,1,2,2,8,0
3,25.0,0,0,7.8958,1,1,0,7.8958,1,2,2,8,0
2,30.0,0,0,0.0,1,1,0,0.0,1,2,2,8,0
1,15.0,0,1,211.3375,2,0,1,105.66875,0,2,1,1,3
3,45.0,0,0,6.975,1,1,0,6.975,1,2,2,8,0
3,25.0,1,0,19.9667,2,0,0,9.98335,1,2,2,8,0
3,25.0,1,0,7.775,2,0,0,3.8875,1,2,2,8,0
1,33.0,0,0,5.0,1,1,1,5.0,1,2,2,1,0
2,28.0,0,0,13.0,1,1,0,13.0,0,2,1,8,0
2,32.0,2,0,73.5,3,0,0,24.5,1,2,2,8,0
1,26.0,0,0,30.0,1,1,1,30.0,1,0,2,2,0
3,37.0,2,0,7.925,3,0,0,2.6416666666666666,1,2,2,8,0
1,50.0,0,0,28.7125,1,1,1,28.7125,0,0,1,2,0
1,50.0,1,0,106.425,2,0,1,53.2125,1,0,2,2,0
3,21.5,0,0,8.1375,1,1,0,8.1375,0,1,1,8,0
2,34.0,1,0,21.0,2,0,0,10.5,1,2,2,8,0
3,21.5,0,0,7.8792,1,1,0,7.8792,0,1,1,8,0
1,35.0,0,0,512.3292,1,1,0,512.3292,0,0,1,8,0
3,48.0,1,3,34.375,5,0,0,6.875,0,2,3,8,0
1,47.0,0,0,38.5,1,1,1,38.5,1,2,2,4,0
1,40.0,0,0,26.55,1,1,0,26.55,1,2,2,8,0
